Run,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1,685c6e2ad853d91ad6c5e7ae,5bc9f8b677740000016a08b5,RETURNED,Not Applicable,2025-06-25T21:46:18Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,9993,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2bb3802fd761c67620,676191c90a2f4ed117de625d,RETURNED,Not Applicable,2025-06-25T21:46:58Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,1769,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2cf4b6be00c0c2cb74,66a3279007dbdd4d6d3a64a7,RETURNED,Not Applicable,2025-06-25T21:46:27Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,1278,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2d88e98503957f5e92,65e8cf8f4c7424fa062e54a3,RETURNED,Not Applicable,2025-06-25T21:57:00Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,2359,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2e3f98fccd6c42acd7,5ccf87bfb46c7000010d8428,RETURNED,Not Applicable,2025-06-25T21:46:25Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,3371,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2f5aa9bec33fb6739e,684b17fcb03b7b3c2105c121,RETURNED,Not Applicable,2025-06-25T21:46:23Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,235,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2f70d19e19a52e423d,5c224f5289f0350001738d48,RETURNED,Not Applicable,2025-06-25T21:46:29Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,4130,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e351bca55bd373b35e1,68334b3ae3861788707b0d72,RETURNED,Not Applicable,2025-06-25T21:51:03Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,577,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e38bc1d8702682c03b2,6842f6d56a94cbbd1cd53adb,RETURNED,Not Applicable,2025-06-25T21:46:42Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,250,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e398320d47e12bfc442,67926aab7d5146b2e43b0569,RETURNED,Not Applicable,2025-06-25T21:46:47Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,363,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
